Area,Year,Month,Time,Crime Type,Latitude,Longitude
Viveknagar,2023,10,,CRUELTY BY HUSBAND,12.9002,77.5623
WEAVERS COLONY,2018,5,,THEFT,12.8452,77.584
WEAVERS COLONY,2022,2,,MISSING PERSON,13.0866,77.4085
WEST OF CHORD ROAD,2016,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,0.129745,0.775448
WEST OF CHORD ROAD,2017,1,,PUBLIC SAFETY,0.129879,0.7755
WHITE FEATHER,2024,1,,FORGERY,12.84,77.6632
WILLIAMS TOWN,2016,10,,ROBBERY,13.0008,77.6076
WIPRO,2024,1,,CYBER CRIME,12.9005,77.6877
West Division PSs Jurisdiction,2023,11,,CYBER CRIME,12.9886,77.5382
West Division PSs Jurisdiction,2024,2,,CYBER CRIME,12.9881,77.5376
West Division PSs Jurisdiction,2024,3,,CYBER CRIME,12.9881,77.5376
Wind Tunnel Road to Manipal Hospita Old Airport Road,2024,1,,THEFT,12.9456,77.6587
YAMALURU,2017,5,,THEFT,12.5656,77.4233
YAMARE,2021,1,,CASES OF HURT,12.8372,77.7858
YAMARE,2023,1,,CASES OF HURT,12.9164,77.7657
YAMARE,2024,3,,RIOTS,12.6806,77.7397
YARANDANAHALLY,2022,5,,KIDNAPPING AND ABDUCTION,12.8029,77.6958
YARANDANAHALLY,2019,4,,THEFT,12.8003,77.6861
YARANDANAHALLY,2021,6,,Karnataka State Local Act,12.8089,77.6688
YARANDANAHALLY,2023,2,,THEFT,12.8002,77.6864
YEDEHALLI,2023,8,,THEFT,13.1924,77.238
YELAHANA NEW TOWN,2024,1,,CYBER CRIME,13.045,77.5223
YELAHANKA,2021,1,,MOTOR VEHICLE ACCIDENTS FATAL,13.0911,77.5941
YELAHANKA,2023,3,,CYBER CRIME,13.0537,77.5424
YELAHANKA,2021,7,,MOTOR VEHICLE ACCIDENTS FATAL,13.0866,77.5938
YELENA HALLI,2024,1,,CYBER CRIME,12.5232,77.3733
YPR CENPS,2023,10,,CYBER CRIME,13.0184,77.5587
YPR CENPS,2024,3,,CYBER CRIME,13.0181,77.5584
YPR CENPS,2024,3,,CYBER CRIME,13.0181,77.5584
YPR CENPS,2023,12,,CYBER CRIME,13.018,77.5588
YPR CENPS,2024,1,,CYBER CRIME,13.0181,77.5584
YPR CENPS,2024,1,,CYBER CRIME,13.0181,77.5584
Yalachenahalli,2023,8,,THEFT,12.9007,77.5655
Yamaluru,2023,10,,THEFT,12.953,77.6952
Yarabanagara,2020,12,,MISSING PERSON,12.915,77.5671
Yarrappanahalli,2024,1,,WRONGFUL RESTRAINT/CONFINEMENT,13.0554,77.6842
Yogeshnagara,2024,1,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0233,77.2563
c.v raman road,2017,5,,NEGLIGENT ACT,13.0147,77.5726
cholarapalya,2021,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9697,77.5495
domlur layout,2017,1,,CRIMES RELATED TO WOMEN,12.9606,77.6394
halasoor road,2019,6,,CHEATING,12.9732,77.6182
industrial area,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9756,77.5426
k.r.pura,2022,6,,MISSING PERSON,13.0187,77.7168
k.r.pura,2021,3,,THEFT,13.0104,77.7028
kammanahalli main road,2023,10,,CYBER CRIME,13.0159,77.6379
kammanahalli main road,2023,11,,CASES OF HURT,13.0193,77.6343
kottanoor,2017,12,,NEGLIGENT ACT,13.0555,77.6464
magadi road,2017,10,,NEGLIGENT ACT,12.9751,77.5526
magadi road,2022,8,,PUBLIC SAFETY,12.9784,77.5487
magadi road,2021,10,,PUBLIC SAFETY,12.9757,77.5602
notknown,2023,9,,THEFT,12.96,77.6021
rajaji nagar,2021,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9808,77.5586
rajaji nagar,2017,9,,NEGLIGENT ACT,12.9808,77.5585
sarabande palya,2017,3,,CrPC,77.56,12.907
seva Nagar,2023,10,,CASES OF HURT,13.0111,77.5549
siddaiah road,2021,10,,CHEATING,12.9539,77.5936
singasandra,2021,11,,MOTOR VEHICLE ACCIDENTS FATAL,12.879,77.6464
singasandra,2020,12,,MOTOR VEHICLE ACCIDENTS FATAL,12.8859,77.642
subbaiahnapalya,2022,6,,CRIMINAL INTIMIDATION,13.0116,77.6464
v.Nagenahalli,2024,1,,KIDNAPPING AND ABDUCTION,13.0351,77.6033
v.Nagenahalli,2022,2,,MISSING PERSON,13.0257,77.6037
